Article ID,Article Title,User Name,Resolve?,Include,Country,Exposure_Route,Chemical,Exposure  Model - new,Exposure_Model,Known models,Analysis  Method,Programming / Statistical analysis,Data,Population study,scope of study,year_of_study,Notes,User Note,Title,Journal,Authors
91158684,New approaches to uncertainty analysis for use in aggregate and cumulative risk assessment of pesticides,tom+ontox-api,,,EU,Oral,,,Probabilistic,,,,,,,,,,New approaches to uncertainty analysis for use in aggregate and cumulative risk assessment of pesticides,Food Chem. Toxicol.,"Kennedy, M. C.; van der Voet, H.; Roelofs, V. J.; Roelofs, W.; Glass, C. R.; de Boer, W. J.; Kruisselbrink, J. W.; Hart, A. D."
91158684,New approaches to uncertainty analysis for use in aggregate and cumulative risk assessment of pesticides,Maria.Kalyva,,TRUE,,,,"Script/Software,Toolbox",,,,,,,,,Chemical:Pesticides (triazole class of compounds),,New approaches to uncertainty analysis for use in aggregate and cumulative risk assessment of pesticides,Food Chem. Toxicol.,"Kennedy, M. C.; van der Voet, H.; Roelofs, V. J.; Roelofs, W.; Glass, C. R.; de Boer, W. J.; Kruisselbrink, J. W.; Hart, A. D."
91158684,New approaches to uncertainty analysis for use in aggregate and cumulative risk assessment of pesticides,graciela.lopezsoop,,TRUE,EU,"Oral,Dermal,Inhalation",Pesticide,Script/Software,,MCRA RIVM/EFSA,probabilistic,not reported,,population analysis,HE associated with risk assessment,2014,,,New approaches to uncertainty analysis for use in aggregate and cumulative risk assessment of pesticides,Food Chem. Toxicol.,"Kennedy, M. C.; van der Voet, H.; Roelofs, V. J.; Roelofs, W.; Glass, C. R.; de Boer, W. J.; Kruisselbrink, J. W.; Hart, A. D."
91158685,A European model and case studies for aggregate exposure assessment of pesticides,tom+ontox-api,,,EU,Oral,,,"Probabilistic,Deterministic",,,,,,,,,,A European model and case studies for aggregate exposure assessment of pesticides,Food Chem. Toxicol.,"Kennedy, M. C.; Glass, C. R.; Bokkers, B.; Hart, A. D.; Hamey, P. Y.; Kruisselbrink, J. W.; de Boer, W. J.; van der Voet, H.; Garthwaite, D. G.; van Klaveren, J. D."
91158685,A European model and case studies for aggregate exposure assessment of pesticides,trine.husoy,,TRUE,,,,,,,,,,,,,,,A European model and case studies for aggregate exposure assessment of pesticides,Food Chem. Toxicol.,"Kennedy, M. C.; Glass, C. R.; Bokkers, B.; Hart, A. D.; Hamey, P. Y.; Kruisselbrink, J. W.; de Boer, W. J.; van der Voet, H.; Garthwaite, D. G.; van Klaveren, J. D."
91158685,A European model and case studies for aggregate exposure assessment of pesticides,Maria.Kalyva,,TRUE,EU,"Oral,Dermal,Inhalation",Pesticide,Script/Software,"Probabilistic,Deterministic",MCRA RIVM/EFSA,"probabilistic,deterministic",R,"Concentration,Frequency, Rate,Consumption,Duration,Factor","individual,population analysis",human exposure (HE) estimates only,2015,"Data:volume, body weight",,A European model and case studies for aggregate exposure assessment of pesticides,Food Chem. Toxicol.,"Kennedy, M. C.; Glass, C. R.; Bokkers, B.; Hart, A. D.; Hamey, P. Y.; Kruisselbrink, J. W.; de Boer, W. J.; van der Voet, H.; Garthwaite, D. G.; van Klaveren, J. D."
91158686,Validation of an aggregate exposure model for substances in consumer products: a case study of diethyl phthalate in personal care products,tom+ontox-api,,,EU,"Dermal,Inhalation",,,Probabilistic,,,,,,,,,,Validation of an aggregate exposure model for substances in consumer products: a case study of diethyl phthalate in personal care products,J. Expo. Sci. Environ. Epidemiol.,"Delmaar, C.; Bokkers, B.; ter Burg, W.; Schuur, G."
91158686,Validation of an aggregate exposure model for substances in consumer products: a case study of diethyl phthalate in personal care products,trine.husoy,,TRUE,,,,,,,,,,,,,,,Validation of an aggregate exposure model for substances in consumer products: a case study of diethyl phthalate in personal care products,J. Expo. Sci. Environ. Epidemiol.,"Delmaar, C.; Bokkers, B.; ter Burg, W.; Schuur, G."
91158686,Validation of an aggregate exposure model for substances in consumer products: a case study of diethyl phthalate in personal care products,Maria.Kalyva,,TRUE,EU,Dermal,"Phthalates,Cosmetic ingredients",Toolbox,Probabilistic,PACEM,probabilistic,R,"Amount,Concentration, Rate,Frequency",population analysis,"human exposure (HE) estimates only,validation biomonitoring",2015,"Data:number of uses, exposure fraction, body weight",,Validation of an aggregate exposure model for substances in consumer products: a case study of diethyl phthalate in personal care products,J. Expo. Sci. Environ. Epidemiol.,"Delmaar, C.; Bokkers, B.; ter Burg, W.; Schuur, G."
91158687,Risk assessment of toxicants on WHO TobReg priority list in mainstream cigarette smoke using human-smoked yields of Korean smokers,tom+ontox-api,,,Asia,Inhalation,,,Deterministic,,,,,,,,,,Risk assessment of toxicants on WHO TobReg priority list in mainstream cigarette smoke using human-smoked yields of Korean smokers,Environ. Res.,"Pack, E. C.; Kim, H. S.; Jang, D. Y.; Koo, Y. J.; Yu, H. H.; Lee, S. H.; Lim, K. M.; Choi, D. W."
91158687,Risk assessment of toxicants on WHO TobReg priority list in mainstream cigarette smoke using human-smoked yields of Korean smokers,Maria.Kalyva,,TRUE,,,VOCs,,,,,,,,,,"Chemical:Cigarette smoke (1,3-butadiene, isoprene, acrylonitrile, benzene, formaldehyde, acetaldehyde, quinoline, lead, cadmium, 1-naphthylamine, 2-naphthylamine, 4-aminobiphenyl, benzo(a) pyrene); Programming / Statistical analysis:CrystalBallTM Oracle, SPSS",,Risk assessment of toxicants on WHO TobReg priority list in mainstream cigarette smoke using human-smoked yields of Korean smokers,Environ. Res.,"Pack, E. C.; Kim, H. S.; Jang, D. Y.; Koo, Y. J.; Yu, H. H.; Lee, S. H.; Lim, K. M.; Choi, D. W."
91158687,Risk assessment of toxicants on WHO TobReg priority list in mainstream cigarette smoke using human-smoked yields of Korean smokers,graciela.lopezsoop,,TRUE,Asia,Inhalation,Other,Empirical equations,,,probabilistic,CrystalBallTM Oracle,"Consumption, Rate,Duration",population analysis,HE associated with risk assessment,2019,,,Risk assessment of toxicants on WHO TobReg priority list in mainstream cigarette smoke using human-smoked yields of Korean smokers,Environ. Res.,"Pack, E. C.; Kim, H. S.; Jang, D. Y.; Koo, Y. J.; Yu, H. H.; Lee, S. H.; Lim, K. M.; Choi, D. W."
91158688,Computational estimates of daily aggregate exposure to PFOA/PFOS from 2011 to 2017 using a basic intake model,tom+ontox-api,,,North America,Oral,,,Statistical,,,,,,,,,,Computational estimates of daily aggregate exposure to PFOA/PFOS from 2011 to 2017 using a basic intake model,J. Expo. Sci. Environ. Epidemiol.,"East, A.; Egeghy, P. P.; Hubal, E. A. C.; Slover, R.; Vallero, D. A."
91158688,Computational estimates of daily aggregate exposure to PFOA/PFOS from 2011 to 2017 using a basic intake model,Maria.Kalyva,,TRUE,,,Persistent,,,,"deterministic,statistical",,,,"human exposure (HE) estimates only,validation biomonitoring",2021,"Chemical:PFOA & PFOS; Data:volume, absorption fraction, transfer coefficient, body weight",,Computational estimates of daily aggregate exposure to PFOA/PFOS from 2011 to 2017 using a basic intake model,J. Expo. Sci. Environ. Epidemiol.,"East, A.; Egeghy, P. P.; Hubal, E. A. C.; Slover, R.; Vallero, D. A."
91158688,Computational estimates of daily aggregate exposure to PFOA/PFOS from 2011 to 2017 using a basic intake model,graciela.lopezsoop,,TRUE,"North America,EU","Oral,Inhalation",PFASs,Mathematical model,,,statistical,R," Rate,Duration,Other",population analysis,validation biomonitoring,,,,Computational estimates of daily aggregate exposure to PFOA/PFOS from 2011 to 2017 using a basic intake model,J. Expo. Sci. Environ. Epidemiol.,"East, A.; Egeghy, P. P.; Hubal, E. A. C.; Slover, R.; Vallero, D. A."
91158689,Geographic model and biomarker-derived measures of pesticide exposure and Parkinson's disease,tom+ontox-api,,,North America,Inhalation,,,Statistical,,,,,,,,,,Geographic model and biomarker-derived measures of pesticide exposure and Parkinson's disease,Living in a Chemical World: Framing the Future in Light of the Past,"Ritz, B.; Costello, S."
91158689,Geographic model and biomarker-derived measures of pesticide exposure and Parkinson's disease,trine.husoy,,TRUE,,,,,,,,,,,,,,,Geographic model and biomarker-derived measures of pesticide exposure and Parkinson's disease,Living in a Chemical World: Framing the Future in Light of the Past,"Ritz, B.; Costello, S."
91158689,Geographic model and biomarker-derived measures of pesticide exposure and Parkinson's disease,Maria.Kalyva,,TRUE,North America,Inhalation,Pesticide,Mathematical model,Statistical,,statistical,sas,GIS,population analysis,"HE associated with other health outcomes,validation biomonitoring",2006,"Data:age, body mass index (BMI), sex, load pesticide by hand",,Geographic model and biomarker-derived measures of pesticide exposure and Parkinson's disease,Living in a Chemical World: Framing the Future in Light of the Past,"Ritz, B.; Costello, S."
91158690,"Dioxin-like polychlorinated biphenyls, polychlorinated dibenzop-dioxins, and polychlorinated dibenzofurans in seafood samples from Malaysia: Estimated human intake and associated risks",tom+ontox-api,,,Asia,Oral,,,Deterministic,,,,,,,,,,"Dioxin-like polychlorinated biphenyls, polychlorinated dibenzop-dioxins, and polychlorinated dibenzofurans in seafood samples from Malaysia: Estimated human intake and associated risks",Arch. Environ. Contam. Toxicol.,"Leong, Y. H.; Gan, C. Y.; Majid, M. I. A."
91158690,"Dioxin-like polychlorinated biphenyls, polychlorinated dibenzop-dioxins, and polychlorinated dibenzofurans in seafood samples from Malaysia: Estimated human intake and associated risks",Maria.Kalyva,,TRUE,,,,,,,,,,,,,"Chemical:Dioxins (biphenyls, polychlorinated dibenzop-dioxins, olychlorinated dibenzofurans); Data:body weight",,"Dioxin-like polychlorinated biphenyls, polychlorinated dibenzop-dioxins, and polychlorinated dibenzofurans in seafood samples from Malaysia: Estimated human intake and associated risks",Arch. Environ. Contam. Toxicol.,"Leong, Y. H.; Gan, C. Y.; Majid, M. I. A."
91158690,"Dioxin-like polychlorinated biphenyls, polychlorinated dibenzop-dioxins, and polychlorinated dibenzofurans in seafood samples from Malaysia: Estimated human intake and associated risks",graciela.lopezsoop,,TRUE,Asia,Oral,Bisphenols,Empirical equations,,,deterministic,not reported,"Concentration,Consumption,Other",population analysis,human exposure (HE) estimates only,2013,,,"Dioxin-like polychlorinated biphenyls, polychlorinated dibenzop-dioxins, and polychlorinated dibenzofurans in seafood samples from Malaysia: Estimated human intake and associated risks",Arch. Environ. Contam. Toxicol.,"Leong, Y. H.; Gan, C. Y.; Majid, M. I. A."
91158691,Pesticide residues in drinking water and associated risk to consumers in Ethiopia,tom+ontox-api,,,Africa,Oral,,,Statistical,,,,,,,,,,Pesticide residues in drinking water and associated risk to consumers in Ethiopia,Chemosphere,"Mekonen, S.; Argaw, R.; Simanesew, A.; Houbraken, M.; Senaeve, D.; Ambelu, A.; Spanoghe, P."
91158691,Pesticide residues in drinking water and associated risk to consumers in Ethiopia,trine.husoy,,TRUE,Africa,Oral,Pesticide,,,,,,,"population analysis,age groups",,,,,Pesticide residues in drinking water and associated risk to consumers in Ethiopia,Chemosphere,"Mekonen, S.; Argaw, R.; Simanesew, A.; Houbraken, M.; Senaeve, D.; Ambelu, A.; Spanoghe, P."
91158691,Pesticide residues in drinking water and associated risk to consumers in Ethiopia,graciela.lopezsoop,,TRUE,Africa,Oral,Pesticide,Empirical equations,,,deterministic,other,"Concentration,Consumption,Other",age groups,HE associated with risk assessment,2016,Programming / Statistical analysis:SPSS; Data:body weight,,Pesticide residues in drinking water and associated risk to consumers in Ethiopia,Chemosphere,"Mekonen, S.; Argaw, R.; Simanesew, A.; Houbraken, M.; Senaeve, D.; Ambelu, A.; Spanoghe, P."
91158692,"Occurrence, sources and human exposure assessment of SCCPs in indoor dust of northeast China",tom+ontox-api,,,Asia,"Dermal,Inhalation,Oral",,,"Probabilistic,Deterministic",,,,,,,,,,"Occurrence, sources and human exposure assessment of SCCPs in indoor dust of northeast China",Environ. Pollut.,"Liu, L. H.; Ma, W. L.; Liu, L. Y.; Huo, C. Y.; Li, W. L.; Gao, C. J.; Li, H. L.; Li, Y. F.; Chan, H. M."
91158692,"Occurrence, sources and human exposure assessment of SCCPs in indoor dust of northeast China",trine.husoy,,TRUE,,,,,,,,,,,,,,,"Occurrence, sources and human exposure assessment of SCCPs in indoor dust of northeast China",Environ. Pollut.,"Liu, L. H.; Ma, W. L.; Liu, L. Y.; Huo, C. Y.; Li, W. L.; Gao, C. J.; Li, H. L.; Li, Y. F.; Chan, H. M."
91158692,"Occurrence, sources and human exposure assessment of SCCPs in indoor dust of northeast China",Maria.Kalyva,,TRUE,Asia,"Oral,Dermal",Persistent,Empirical equations,"Probabilistic,Deterministic",,"deterministic,probabilistic",other,"Concentration, Rate","age groups,population analysis",HE associated with risk assessment,2017,"Chemical:chlorinated paraffins; Programming / Statistical analysis:SPSS; Data:body weight, fraction absorbed in skin, indoor exposure fraction, skin adherence",,"Occurrence, sources and human exposure assessment of SCCPs in indoor dust of northeast China",Environ. Pollut.,"Liu, L. H.; Ma, W. L.; Liu, L. Y.; Huo, C. Y.; Li, W. L.; Gao, C. J.; Li, H. L.; Li, Y. F.; Chan, H. M."
91158693,"Limitations of the CLEA model when assessing human health risks from dioxins and furans in soil at an allotments site in Rochdale, NW England",tom+ontox-api,,,EU,Oral,,,Statistical,,,,,,,,,,"Limitations of the CLEA model when assessing human health risks from dioxins and furans in soil at an allotments site in Rochdale, NW England",J. Environ. Monit.,"Megson, D.; Dack, S.; Moore, M."
91158693,"Limitations of the CLEA model when assessing human health risks from dioxins and furans in soil at an allotments site in Rochdale, NW England",trine.husoy,,TRUE,,,,,,,,,,,,,,,"Limitations of the CLEA model when assessing human health risks from dioxins and furans in soil at an allotments site in Rochdale, NW England",J. Environ. Monit.,"Megson, D.; Dack, S.; Moore, M."
91158693,"Limitations of the CLEA model when assessing human health risks from dioxins and furans in soil at an allotments site in Rochdale, NW England",graciela.lopezsoop,,TRUE,EU,"Oral,Dermal,Inhalation",Persistent,Script/Software,,,statistical,not reported,"Concentration,Consumption,Amount",age groups,HE associated with risk assessment,2011,,,"Limitations of the CLEA model when assessing human health risks from dioxins and furans in soil at an allotments site in Rochdale, NW England",J. Environ. Monit.,"Megson, D.; Dack, S.; Moore, M."
91158695,"Ethylenethiourea in fruits: Optimization and in-house validation of a method by liquid chromatography tandem mass spectrometry, occurrence and dietary exposure assessment",tom+ontox-api,,,South America,Oral,,,"Not determined,Deterministic",,,,,,,,,,"Ethylenethiourea in fruits: Optimization and in-house validation of a method by liquid chromatography tandem mass spectrometry, occurrence and dietary exposure assessment",Food Control,"Lemes, V. R. R.; Martins, H. A.; de Souza, S. V. C.; Colacioppo, S."
91158695,"Ethylenethiourea in fruits: Optimization and in-house validation of a method by liquid chromatography tandem mass spectrometry, occurrence and dietary exposure assessment",trine.husoy,,TRUE,,,,,,,,,,,,,,,"Ethylenethiourea in fruits: Optimization and in-house validation of a method by liquid chromatography tandem mass spectrometry, occurrence and dietary exposure assessment",Food Control,"Lemes, V. R. R.; Martins, H. A.; de Souza, S. V. C.; Colacioppo, S."
91158695,"Ethylenethiourea in fruits: Optimization and in-house validation of a method by liquid chromatography tandem mass spectrometry, occurrence and dietary exposure assessment",Maria.Kalyva,,TRUE,South America,Oral,Pesticide,Empirical equations,Deterministic,,deterministic,not reported,"Concentration,Consumption","population analysis,age groups",HE associated with risk assessment,2014,Data:body weight,,"Ethylenethiourea in fruits: Optimization and in-house validation of a method by liquid chromatography tandem mass spectrometry, occurrence and dietary exposure assessment",Food Control,"Lemes, V. R. R.; Martins, H. A.; de Souza, S. V. C.; Colacioppo, S."
91158696,Cancer risk assessment of ethyl carbamate in alcoholic beverages from Brazil with special consideration to the spirits cachaça and tiquira,tom+ontox-api,,,South America,Oral,,,Deterministic,,,,,,,,,,Cancer risk assessment of ethyl carbamate in alcoholic beverages from Brazil with special consideration to the spirits cachaça and tiquira,BMC Cancer,"Lachenmeier, D. W.; Lima, M. C. P.; Nóbrega, I. C. C.; Pereira, J. A. P.; Kerr-Corrêa, F.; Kanteres, F.; Rehm, J."
91158696,Cancer risk assessment of ethyl carbamate in alcoholic beverages from Brazil with special consideration to the spirits cachaça and tiquira,trine.husoy,,TRUE,,,,Empirical equations,,,,,,,,,,,Cancer risk assessment of ethyl carbamate in alcoholic beverages from Brazil with special consideration to the spirits cachaça and tiquira,BMC Cancer,"Lachenmeier, D. W.; Lima, M. C. P.; Nóbrega, I. C. C.; Pereira, J. A. P.; Kerr-Corrêa, F.; Kanteres, F.; Rehm, J."
91158696,Cancer risk assessment of ethyl carbamate in alcoholic beverages from Brazil with special consideration to the spirits cachaça and tiquira,graciela.lopezsoop,,TRUE,South America,Oral,Pesticide,Empirical equations,,,"deterministic,statistical",not reported,"Concentration,Consumption",population analysis,HE associated with other health outcomes,2009,Chemical:Ethyl carbamate,,Cancer risk assessment of ethyl carbamate in alcoholic beverages from Brazil with special consideration to the spirits cachaça and tiquira,BMC Cancer,"Lachenmeier, D. W.; Lima, M. C. P.; Nóbrega, I. C. C.; Pereira, J. A. P.; Kerr-Corrêa, F.; Kanteres, F.; Rehm, J."
91158697,Environmental versus dietary exposure to POPs and metals: a probabilistic assessment of human health risks,tom+ontox-api,,,EU,"Oral,Dermal,Inhalation",,,Probabilistic,,,,,,,,,,Environmental versus dietary exposure to POPs and metals: a probabilistic assessment of human health risks,J. Environ. Monit.,"Linares, V.; Perello, G.; Nadal, M.; Gomez-Catalan, J.; Llobet, J. M.; Domingo, J. L."
91158697,Environmental versus dietary exposure to POPs and metals: a probabilistic assessment of human health risks,trine.husoy,,TRUE,,,,,,,,,Consumption,,,,,,Environmental versus dietary exposure to POPs and metals: a probabilistic assessment of human health risks,J. Environ. Monit.,"Linares, V.; Perello, G.; Nadal, M.; Gomez-Catalan, J.; Llobet, J. M.; Domingo, J. L."
91158697,Environmental versus dietary exposure to POPs and metals: a probabilistic assessment of human health risks,Maria.Kalyva,,TRUE,EU,"Oral,Dermal,Inhalation","Persistent,Metals",Mathematical model,Probabilistic,other,probabilistic,other," Rate,Duration,Frequency,Concentration",population analysis,HE associated with other health outcomes,2010,"Known models:VLIER-HUMAAN; Programming / Statistical analysis:CrystalBallTM Oracle; Data:alveolar fraction, avearing time, body weight, skin coverage, area, absorption",,Environmental versus dietary exposure to POPs and metals: a probabilistic assessment of human health risks,J. Environ. Monit.,"Linares, V.; Perello, G.; Nadal, M.; Gomez-Catalan, J.; Llobet, J. M.; Domingo, J. L."
91158699,Control selection and pesticide exposure assessment via GIS in prostate cancer studies,gunn.vist,,TRUE,North America,Inhalation,Pesticide,,"Statistical,Deterministic",other,deterministic,not reported,GIS,population analysis,HE associated with other health outcomes,2000,,,Control selection and pesticide exposure assessment via GIS in prostate cancer studies,Am. J. Prev. Med.,"Marusek, J. C.; Cockburn, M. G.; Mills, P. K.; Ritz, B. R."
91158699,Control selection and pesticide exposure assessment via GIS in prostate cancer studies,tom+ontox-api,,,North America,Inhalation,,,"Statistical,Deterministic",,,,,,,,,,Control selection and pesticide exposure assessment via GIS in prostate cancer studies,Am. J. Prev. Med.,"Marusek, J. C.; Cockburn, M. G.; Mills, P. K.; Ritz, B. R."
91158699,Control selection and pesticide exposure assessment via GIS in prostate cancer studies,Maria.Kalyva,,TRUE,North America,Inhalation,Pesticide,Empirical equations,"Deterministic,Statistical",,"deterministic,statistical",not reported,GIS,population analysis,HE associated with other health outcomes,2000,"Data:pesticide use reports (PUR), land-use survey data",,Control selection and pesticide exposure assessment via GIS in prostate cancer studies,Am. J. Prev. Med.,"Marusek, J. C.; Cockburn, M. G.; Mills, P. K.; Ritz, B. R."
91158700,A multi-medium chain modeling approach to estimate the cumulative effects of cadmium pollution on human health,tom+ontox-api,,,Asia,Oral,,,Statistical,,,,,,,,,,A multi-medium chain modeling approach to estimate the cumulative effects of cadmium pollution on human health,Environmental Pollution,"Liu, X.; Zhong, L.; Meng, J.; Wang, F.; Zhang, J.; Zhi, Y.; Zeng, L.; Tang, X.; Xu, J."
91158700,A multi-medium chain modeling approach to estimate the cumulative effects of cadmium pollution on human health,Maria.Kalyva,,TRUE,,,,,,,"deterministic,statistical",,,,"HE associated with kidney toxicity,HE associated with liver toxicity",,Chemical:Cadmium,,A multi-medium chain modeling approach to estimate the cumulative effects of cadmium pollution on human health,Environmental Pollution,"Liu, X.; Zhong, L.; Meng, J.; Wang, F.; Zhang, J.; Zhi, Y.; Zeng, L.; Tang, X.; Xu, J."
91158700,A multi-medium chain modeling approach to estimate the cumulative effects of cadmium pollution on human health,graciela.lopezsoop,,TRUE,Asia,Oral,Metals,Mathematical model,,,probabilistic,"R,Excel","Concentration,Consumption",population analysis,HE associated with other health outcomes,2018,,,A multi-medium chain modeling approach to estimate the cumulative effects of cadmium pollution on human health,Environmental Pollution,"Liu, X.; Zhong, L.; Meng, J.; Wang, F.; Zhang, J.; Zhi, Y.; Zeng, L.; Tang, X.; Xu, J."
91158702,Multimedia fate and human intake modeling: Spatial versus nonspatial insights for chemical emissions in Western Europe,gunn.vist,,TRUE,EU,"Oral,Dermal,Inhalation",Other,Empirical equations,"Probabilistic,Statistical",other,"equations,model simulations",not reported,"Consumption,GIS,Concentration,Other",population analysis,human exposure (HE) estimates only,1999,,,Multimedia fate and human intake modeling: Spatial versus nonspatial insights for chemical emissions in Western Europe,Environmental Science and Technology,"Pennington, D. W.; Margni, M.; Ammann, C.; Jolliet, O."
91158702,Multimedia fate and human intake modeling: Spatial versus nonspatial insights for chemical emissions in Western Europe,tom+ontox-api,,,EU,"Oral,Inhalation,Dermal",,,"Statistical,Probabilistic",,,,,,,,,,Multimedia fate and human intake modeling: Spatial versus nonspatial insights for chemical emissions in Western Europe,Environmental Science and Technology,"Pennington, D. W.; Margni, M.; Ammann, C.; Jolliet, O."
91158702,Multimedia fate and human intake modeling: Spatial versus nonspatial insights for chemical emissions in Western Europe,Maria.Kalyva,,TRUE,EU,"Oral,Inhalation",Persistent,Empirical equations,,,"probabilistic,statistical",not reported," Rate,Concentration,Consumption,Factor",population analysis,human exposure (HE) estimates only,1999,"Chemical:Enviromental chemicals; Known models:CalTOX; Data:volume,  density",,Multimedia fate and human intake modeling: Spatial versus nonspatial insights for chemical emissions in Western Europe,Environmental Science and Technology,"Pennington, D. W.; Margni, M.; Ammann, C.; Jolliet, O."
91158703,"Lead exposure in an Italian population: Food content, dietary intake and risk assessment",gunn.vist,,TRUE,EU,Oral,Metals,,"Deterministic,Statistical",other,"deterministic,statistical,equations",not reported,"Concentration,Frequency,Consumption",population analysis,HE associated with liver toxicity,2016,,,"Lead exposure in an Italian population: Food content, dietary intake and risk assessment",Food Research International,"Malavolti, M.; Fairweather-Tait, S. J.; Malagoli, C.; Vescovi, L.; Vinceti, M.; Filippini, T."
91158703,"Lead exposure in an Italian population: Food content, dietary intake and risk assessment",tom+ontox-api,,,EU,Oral,,,"Statistical,Deterministic",,,,,,,,,,"Lead exposure in an Italian population: Food content, dietary intake and risk assessment",Food Research International,"Malavolti, M.; Fairweather-Tait, S. J.; Malagoli, C.; Vescovi, L.; Vinceti, M.; Filippini, T."
91158703,"Lead exposure in an Italian population: Food content, dietary intake and risk assessment",Maria.Kalyva,,TRUE,EU,Oral,Metals,Empirical equations,,,"deterministic,statistical",not reported,"Concentration,Frequency,Consumption",population analysis,HE associated with kidney toxicity,2016,,,"Lead exposure in an Italian population: Food content, dietary intake and risk assessment",Food Research International,"Malavolti, M.; Fairweather-Tait, S. J.; Malagoli, C.; Vescovi, L.; Vinceti, M.; Filippini, T."
91158705,Impact of tetrachloroethylene-contaminated drinking water on the risk of breast cancer: Using a dose model to assess exposure in a case-control study,gunn.vist,,TRUE,North America,"Oral,Dermal,Inhalation",VOCs,,Statistical,other,statistical,not reported,Frequency,population analysis,HE associated with risk assessment,1997,,,Impact of tetrachloroethylene-contaminated drinking water on the risk of breast cancer: Using a dose model to assess exposure in a case-control study,Environ. Health,"Vieira, V.; Aschengrau, A.; Ozonoff, D."
91158705,Impact of tetrachloroethylene-contaminated drinking water on the risk of breast cancer: Using a dose model to assess exposure in a case-control study,tom+ontox-api,,,North America,"Oral,Dermal,Inhalation",,,Statistical,,,,,,,,,,Impact of tetrachloroethylene-contaminated drinking water on the risk of breast cancer: Using a dose model to assess exposure in a case-control study,Environ. Health,"Vieira, V.; Aschengrau, A.; Ozonoff, D."
91158705,Impact of tetrachloroethylene-contaminated drinking water on the risk of breast cancer: Using a dose model to assess exposure in a case-control study,Maria.Kalyva,,TRUE,North America,"Oral,Dermal,Inhalation",VOCs,Mathematical model,,other,"deterministic,statistical",not reported," Rate,Duration,Frequency,Concentration,Consumption,Amount","population analysis,age groups",,1997,"Known models:personal delivered dose (PDD) model; Data:time, area, volume",,Impact of tetrachloroethylene-contaminated drinking water on the risk of breast cancer: Using a dose model to assess exposure in a case-control study,Environ. Health,"Vieira, V.; Aschengrau, A.; Ozonoff, D."
91158706,Children's inhalation exposure to methamidophos from sprayed potato fields in Washington State: Exploring the use of probabilistic modeling of meteorological data in exposure assessment,tom+ontox-api,,,North America,Inhalation,,,"Probabilistic,Deterministic",,,,,,,,,,Children's inhalation exposure to methamidophos from sprayed potato fields in Washington State: Exploring the use of probabilistic modeling of meteorological data in exposure assessment,J. Expo. Sci. Environ. Epidemiol.,"Ramaprasad, J.; Tsai, M. Y.; Fenske, R. A.; Faustman, E. M.; Griffith, W. C.; Felsot, A. S.; Elgethun, K.; Weppner, S.; Yost, M. G."
91158706,Children's inhalation exposure to methamidophos from sprayed potato fields in Washington State: Exploring the use of probabilistic modeling of meteorological data in exposure assessment,Maria.Kalyva,,TRUE,,,,Mathematical model,,,,,,,HE associated with brain toxicity,,Chemical:methamidophos,,Children's inhalation exposure to methamidophos from sprayed potato fields in Washington State: Exploring the use of probabilistic modeling of meteorological data in exposure assessment,J. Expo. Sci. Environ. Epidemiol.,"Ramaprasad, J.; Tsai, M. Y.; Fenske, R. A.; Faustman, E. M.; Griffith, W. C.; Felsot, A. S.; Elgethun, K.; Weppner, S.; Yost, M. G."
91158706,Children's inhalation exposure to methamidophos from sprayed potato fields in Washington State: Exploring the use of probabilistic modeling of meteorological data in exposure assessment,graciela.lopezsoop,,TRUE,North America,Inhalation,Pesticide,Mathematical model,,,"probabilistic,deterministic",not reported,"Duration, Rate,Concentration,Factor",age groups,human exposure (HE) estimates only,2009,,,Children's inhalation exposure to methamidophos from sprayed potato fields in Washington State: Exploring the use of probabilistic modeling of meteorological data in exposure assessment,J. Expo. Sci. Environ. Epidemiol.,"Ramaprasad, J.; Tsai, M. Y.; Fenske, R. A.; Faustman, E. M.; Griffith, W. C.; Felsot, A. S.; Elgethun, K.; Weppner, S.; Yost, M. G."
91158707,Exposure Modeling and Measurement: Exposure Factors,gunn.vist,,TRUE,"North America,EU","Oral,Dermal,Inhalation",Other,Other,"Deterministic,Probabilistic",other,other,other,,"individual,population analysis",human exposure (HE) estimates only,,,,Exposure Modeling and Measurement: Exposure Factors,Encyclopedia of Environmental Health,"Adgate, J. L."
91158707,Exposure Modeling and Measurement: Exposure Factors,tom+ontox-api,,,"North America,EU","Oral,Dermal,Inhalation",,,"Deterministic,Probabilistic",,,,,,,,,,Exposure Modeling and Measurement: Exposure Factors,Encyclopedia of Environmental Health,"Adgate, J. L."
91158707,Exposure Modeling and Measurement: Exposure Factors,Maria.Kalyva,,TRUE,North America,"Oral,Dermal,Inhalation",Pesticide,Toolbox,,"DEEM EPA Dietary Exposure Evaluation Model,Calendex EPA,SHEDS-multimedia EPA","deterministic,probabilistic",not reported,"Concentration,Consumption,Frequency, Rate,Duration,Factor","population analysis,age groups",human exposure (HE) estimates only,2011,"Known models:Mentor software; Data:body weight, averaging time",,Exposure Modeling and Measurement: Exposure Factors,Encyclopedia of Environmental Health,"Adgate, J. L."
